device,start_time,data_extra,mbrt
device2,1723448590,"{""1"": ""17430"", ""2"": ""13585"", ""3"": ""10955"", ""4"": ""13218"", ""5"": ""17668"", ""6"": ""13641""}",164
device2,1721733922,"{""1"": ""14598"", ""2"": ""21913"", ""3"": ""9533"", ""4"": ""21061"", ""5"": ""14595"", ""6"": ""21914""}",135
device2,1723453951,"{""1"": ""17580"", ""2"": ""13693"", ""3"": ""11325"", ""4"": ""13184"", ""5"": ""17682"", ""6"": ""13721""}",101
device2,1722866395,"{""1"": ""24996"", ""2"": ""19806"", ""3"": ""15787"", ""4"": ""20619"", ""5"": ""23734"", ""6"": ""21147""}",153
device2,1723456659,"{""1"": ""14271"", ""2"": ""21295"", ""3"": ""10023"", ""4"": ""23175"", ""5"": ""15305"", ""6"": ""24354""}",67
device2,1722872643,"{""1"": ""24294"", ""2"": ""17908"", ""3"": ""14559"", ""4"": ""18024"", ""5"": ""24243"", ""6"": ""19220""}",74
device2,1723469658,"{""1"": ""24109"", ""2"": ""18713"", ""3"": ""14895"", ""4"": ""18307"", ""5"": ""24372"", ""6"": ""19385""}",91
device2,1723474529,"{""1"": ""22780"", ""2"": ""17181"", ""3"": ""14208"", ""4"": ""16854"", ""5"": ""21332"", ""6"": ""17475""}",180
device2,1722876510,"{""1"": ""23786"", ""2"": ""17305"", ""3"": ""13849"", ""4"": ""15700"", ""5"": ""23330"", ""6"": ""17339""}",165
device2,1722892282,"{""1"": ""17475"", ""2"": ""13640"", ""3"": ""11502"", ""4"": ""14031"", ""5"": ""17509"", ""6"": ""14235""}",66
device2,1723488995,"{""1"": ""22802"", ""2"": ""16407"", ""3"": ""12284"", ""4"": ""16344"", ""5"": ""23748"", ""6"": ""18413""}",116
device2,1722862593,"{""1"": ""17989"", ""2"": ""13795"", ""3"": ""10706"", ""4"": ""12865"", ""5"": ""17283"", ""6"": ""13608""}",123
device2,1722905565,"{""1"": ""21907"", ""2"": ""17653"", ""3"": ""13894"", ""4"": ""17199"", ""5"": ""21716"", ""6"": ""17034""}",114
device2,1722842020,"{""1"": ""18011"", ""2"": ""13684"", ""3"": ""10220"", ""4"": ""13369"", ""5"": ""17308"", ""6"": ""13700""}",118
device2,1721132919,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""11598"", ""4"": ""12960"", ""5"": ""16995"", ""6"": ""13215""}",69
device2,1721137688,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""12088"", ""4"": ""14449"", ""5"": ""17729"", ""6"": ""14695""}",107
device2,1721141126,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""8495"", ""4"": ""17923"", ""5"": ""12879"", ""6"": ""18345""}",106
device2,1721142423,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""9352"", ""4"": ""20578"", ""5"": ""14561"", ""6"": ""21813""}",66
device2,1721144091,"{""1"": ""24623"", ""2"": ""19623"", ""3"": ""15336"", ""4"": ""18371"", ""5"": ""24832"", ""6"": ""19565""}",114
device2,1721157664,"{""1"": ""23335"", ""2"": ""17477"", ""3"": ""15108"", ""4"": ""17525"", ""5"": ""24223"", ""6"": ""18848""}",107
device2,1721166202,"{""1"": ""11587"", ""2"": ""16533"", ""3"": ""6939"", ""4"": ""15290"", ""5"": ""11758"", ""6"": ""17088""}",123
device2,1721109947,"{""1"": ""10542"", ""2"": ""16373"", ""3"": ""7230"", ""4"": ""17877"", ""5"": ""11571"", ""6"": ""18868""}",104
device2,1722946581,"{""1"": ""14663"", ""2"": ""23226"", ""3"": ""8963"", ""4"": ""23112"", ""5"": ""14358"", ""6"": ""23549""}",104
device2,1722974857,"{""1"": ""22111"", ""2"": ""17779"", ""3"": ""14387"", ""4"": ""18440"", ""5"": ""22341"", ""6"": ""17943""}",122
device2,1722944480,"{""1"": ""17989"", ""2"": ""14451"", ""3"": ""11508"", ""4"": ""13466"", ""5"": ""17407"", ""6"": ""13577""}",150
device2,1722924702,"{""1"": ""24190"", ""2"": ""20180"", ""3"": ""14832"", ""4"": ""18602"", ""5"": ""23622"", ""6"": ""18777""}",113
device2,1722955023,"{""1"": ""23450"", ""2"": ""17924"", ""3"": ""14879"", ""4"": ""17464"", ""5"": ""22713"", ""6"": ""18133""}",90
device2,1722957285,"{""1"": ""17456"", ""2"": ""14193"", ""3"": ""11095"", ""4"": ""12929"", ""5"": ""16767"", ""6"": ""12940""}",120
device2,1722960033,"{""1"": ""22191"", ""2"": ""18748"", ""3"": ""14033"", ""4"": ""18652"", ""5"": ""22399"", ""6"": ""18759""}",136
device2,1722933293,"{""1"": ""17586"", ""2"": ""14111"", ""3"": ""10887"", ""4"": ""12829"", ""5"": ""17202"", ""6"": ""13252""}",102
device2,1721196168,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""10312"", ""4"": ""12784"", ""5"": ""17736"", ""6"": ""14189""}",121
device2,1721198240,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""11875"", ""4"": ""13245"", ""5"": ""17778"", ""6"": ""13642""}",109
device2,1721205436,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""8619"", ""4"": ""17963"", ""5"": ""13176"", ""6"": ""19393""}",93
device2,1721215864,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""9333"", ""4"": ""20245"", ""5"": ""14570"", ""6"": ""21748""}",158
device2,1722980148,"{""1"": ""23637"", ""2"": ""18094"", ""3"": ""14114"", ""4"": ""16982"", ""5"": ""23046"", ""6"": ""16824""}",142
device2,1721224025,"{""1"": ""24623"", ""2"": ""19623"", ""3"": ""15427"", ""4"": ""18896"", ""5"": ""23778"", ""6"": ""18014""}",100
device2,1721225558,"{""1"": ""23335"", ""2"": ""17477"", ""3"": ""15427"", ""4"": ""16969"", ""5"": ""22972"", ""6"": ""17389""}",145
device2,1721229216,"{""1"": ""11587"", ""2"": ""16533"", ""3"": ""7501"", ""4"": ""17101"", ""5"": ""11541"", ""6"": ""17601""}",116
device2,1721245261,"{""1"": ""10542"", ""2"": ""16373"", ""3"": ""6132"", ""4"": ""15746"", ""5"": ""10790"", ""6"": ""16685""}",133
device2,1721253877,"{""1"": ""10649"", ""2"": ""15762"", ""3"": ""7090"", ""4"": ""16684"", ""5"": ""10934"", ""6"": ""16763""}",127
device2,1721230541,"{""1"": ""17238"", ""2"": ""13505"", ""3"": ""12093"", ""4"": ""13937"", ""5"": ""17479"", ""6"": ""14210""}",71
device2,1723039980,"{""1"": ""14663"", ""2"": ""23226"", ""3"": ""9652"", ""4"": ""23665"", ""5"": ""15104"", ""6"": ""23911""}",93
device2,1723018964,"{""1"": ""17989"", ""2"": ""14451"", ""3"": ""11414"", ""4"": ""14430"", ""5"": ""18348"", ""6"": ""14949""}",130
device2,1723016929,"{""1"": ""17465"", ""2"": ""13259"", ""3"": ""10421"", ""4"": ""12819"", ""5"": ""16074"", ""6"": ""13177""}",139
device2,1723044411,"{""1"": ""23450"", ""2"": ""17924"", ""3"": ""14849"", ""4"": ""16450"", ""5"": ""22424"", ""6"": ""16938""}",68
device2,1723055249,"{""1"": ""17456"", ""2"": ""14193"", ""3"": ""10856"", ""4"": ""12957"", ""5"": ""16670"", ""6"": ""13007""}",213
device2,1723061805,"{""1"": ""22111"", ""2"": ""17779"", ""3"": ""13504"", ""4"": ""17470"", ""5"": ""21937"", ""6"": ""17785""}",138
device2,1721308738,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""10193"", ""4"": ""23219"", ""5"": ""14617"", ""6"": ""23461""}",102
device2,1721292942,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""10681"", ""4"": ""12266"", ""5"": ""17383"", ""6"": ""13322""}",119
device2,1721337006,"{""1"": ""11526"", ""2"": ""16482"", ""3"": ""7354"", ""4"": ""15690"", ""5"": ""11517"", ""6"": ""16372""}",100
device2,1721299132,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""11606"", ""4"": ""13041"", ""5"": ""17792"", ""6"": ""13874""}",111
device2,1721305609,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""9197"", ""4"": ""20341"", ""5"": ""13979"", ""6"": ""20831""}",125
device2,1721310772,"{""1"": ""24623"", ""2"": ""19623"", ""3"": ""15492"", ""4"": ""18191"", ""5"": ""21233"", ""6"": ""18854""}",118
device2,1721314833,"{""1"": ""23335"", ""2"": ""17477"", ""3"": ""14336"", ""4"": ""15943"", ""5"": ""22827"", ""6"": ""17028""}",105
device2,1721328557,"{""1"": ""11587"", ""2"": ""16533"", ""3"": ""8040"", ""4"": ""18065"", ""5"": ""12209"", ""6"": ""18460""}",90
device2,1721331814,"{""1"": ""10542"", ""2"": ""16373"", ""3"": ""6177"", ""4"": ""16268"", ""5"": ""10372"", ""6"": ""16683""}",115
device2,1721336006,"{""1"": ""10649"", ""2"": ""15762"", ""3"": ""6805"", ""4"": ""17508"", ""5"": ""11191"", ""6"": ""17977""}",102
device2,1723132090,"{""1"": ""17456"", ""2"": ""14193"", ""3"": ""11350"", ""4"": ""13869"", ""5"": ""17928"", ""6"": ""14565""}",90
device2,1723042771,"{""1"": ""24190"", ""2"": ""20180"", ""3"": ""15560"", ""4"": ""20886"", ""5"": ""25180"", ""6"": ""21135""}",106
device2,1723123843,"{""1"": ""17989"", ""2"": ""14451"", ""3"": ""10457"", ""4"": ""13267"", ""5"": ""14480"", ""6"": ""13417""}",95
device2,1723122143,"{""1"": ""17465"", ""2"": ""13259"", ""3"": ""10134"", ""4"": ""13868"", ""5"": ""17403"", ""6"": ""14376""}",108
device2,1721371164,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""12031"", ""4"": ""14150"", ""5"": ""18069"", ""6"": ""14579""}",89
device2,1721379798,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""12695"", ""4"": ""14799"", ""5"": ""18392"", ""6"": ""14920""}",86
device2,1722632653,"{""1"": ""13956"", ""2"": ""11190"", ""3"": ""8294"", ""4"": ""10197"", ""5"": ""12846"", ""6"": ""10092""}",108
device2,1721387930,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""9282"", ""4"": ""20158"", ""5"": ""13208"", ""6"": ""20074""}",123
device2,1723125449,"{""1"": ""14663"", ""2"": ""23226"", ""3"": ""9310"", ""4"": ""22753"", ""5"": ""15165"", ""6"": ""23842""}",200
device2,1723128778,"{""1"": ""23450"", ""2"": ""17924"", ""3"": ""13672"", ""4"": ""16650"", ""5"": ""22453"", ""6"": ""16398""}",88
device2,1722953240,"{""1"": ""23923"", ""2"": ""18837"", ""3"": ""14478"", ""4"": ""18472"", ""5"": ""24126"", ""6"": ""18993""}",122
device2,1723144415,"{""1"": ""23637"", ""2"": ""18094"", ""3"": ""14263"", ""4"": ""16896"", ""5"": ""20755"", ""6"": ""16890""}",124
device2,1721416893,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""12138"", ""4"": ""14071"", ""5"": ""17123"", ""6"": ""14216""}",93
device2,1721419459,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""11528"", ""4"": ""13362"", ""5"": ""16975"", ""6"": ""14463""}",112
device2,1721424196,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""8395"", ""4"": ""18846"", ""5"": ""13556"", ""6"": ""19798""}",99
device2,1721389950,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""9348"", ""4"": ""21592"", ""5"": ""14487"", ""6"": ""21763""}",132
device2,1721394825,"{""1"": ""24623"", ""2"": ""19623"", ""3"": ""15539"", ""4"": ""18368"", ""5"": ""23757"", ""6"": ""19077""}",145
device2,1723060001,"{""1"": ""22191"", ""2"": ""18748"", ""3"": ""13308"", ""4"": ""18837"", ""5"": ""22516"", ""6"": ""18773""}",128
device2,1721458550,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""11765"", ""4"": ""12636"", ""5"": ""17181"", ""6"": ""13108""}",37
device2,1723142613,"{""1"": ""22111"", ""2"": ""17779"", ""3"": ""13378"", ""4"": ""16443"", ""5"": ""21890"", ""6"": ""16629""}",128
device2,1721461642,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""11990"", ""4"": ""13553"", ""5"": ""17423"", ""6"": ""13789""}",108
device2,1721401467,"{""1"": ""17238"", ""2"": ""13505"", ""3"": ""11142"", ""4"": ""12437"", ""5"": ""15988"", ""6"": ""12355""}",106
device2,1721400257,"{""1"": ""11587"", ""2"": ""16533"", ""3"": ""7707"", ""4"": ""18116"", ""5"": ""12125"", ""6"": ""18450""}",91
device2,1721489375,"{""1"": ""17238"", ""2"": ""13505"", ""3"": ""11398"", ""4"": ""13460"", ""5"": ""11949"", ""6"": ""14129""}",5
device2,1723151532,"{""1"": ""21405"", ""2"": ""24930"", ""3"": ""21364"", ""4"": ""25646"", ""5"": ""22697"", ""6"": ""25376""}",38
device2,1723184617,"{""1"": ""14271"", ""2"": ""21295"", ""3"": ""8838"", ""4"": ""20464"", ""5"": ""14316"", ""6"": ""21458""}",191
device2,1723193268,"{""1"": ""24109"", ""2"": ""18713"", ""3"": ""14773"", ""4"": ""19127"", ""5"": ""25395"", ""6"": ""21306""}",113
device2,1723206360,"{""1"": ""22780"", ""2"": ""17181"", ""3"": ""13522"", ""4"": ""17042"", ""5"": ""23493"", ""6"": ""18834""}",84
device2,1723207674,"{""1"": ""22802"", ""2"": ""16407"", ""3"": ""14495"", ""4"": ""16722"", ""5"": ""24094"", ""6"": ""18591""}",87
device2,1723218627,"{""1"": ""22334"", ""2"": ""17585"", ""3"": ""11958"", ""4"": ""16007"", ""5"": ""19926"", ""6"": ""16801""}",123
device2,1723230284,"{""1"": ""21396"", ""2"": ""16291"", ""3"": ""13024"", ""4"": ""16270"", ""5"": ""22072"", ""6"": ""16685""}",131
device2,1721485682,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""10913"", ""4"": ""13029"", ""5"": ""17359"", ""6"": ""13735""}",108
device2,1723151555,"{""1"": ""19098"", ""2"": ""15874"", ""3"": ""11463"", ""4"": ""14458"", ""5"": ""18120"", ""6"": ""14869""}",139
device2,1721487646,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""12477"", ""4"": ""14545"", ""5"": ""18185"", ""6"": ""14678""}",92
device2,1721476038,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""8718"", ""4"": ""18380"", ""5"": ""12537"", ""6"": ""18905""}",139
device2,1721479380,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""10415"", ""4"": ""23785"", ""5"": ""14866"", ""6"": ""23840""}",122
device2,1721482900,"{""1"": ""24623"", ""2"": ""19623"", ""3"": ""15829"", ""4"": ""20832"", ""5"": ""24328"", ""6"": ""21098""}",117
device2,1721397949,"{""1"": ""23335"", ""2"": ""17477"", ""3"": ""15729"", ""4"": ""18994"", ""5"": ""23958"", ""6"": ""18809""}",103
device2,1721505272,"{""1"": ""11587"", ""2"": ""16533"", ""3"": ""7260"", ""4"": ""15287"", ""5"": ""11393"", ""6"": ""16451""}",103
device2,1721488757,"{""1"": ""10542"", ""2"": ""16373"", ""3"": ""6390"", ""4"": ""18009"", ""5"": ""11014"", ""6"": ""17318""}",92
device2,1723278201,"{""1"": ""21405"", ""2"": ""24930"", ""3"": ""20156"", ""4"": ""26603"", ""5"": ""22766"", ""6"": ""27556""}",82
device2,1723285257,"{""1"": ""17580"", ""2"": ""13693"", ""3"": ""11805"", ""4"": ""14330"", ""5"": ""17861"", ""6"": ""15174""}",93
device2,1723294938,"{""1"": ""14271"", ""2"": ""21295"", ""3"": ""8837"", ""4"": ""21793"", ""5"": ""15110"", ""6"": ""23849""}",99
device2,1723315877,"{""1"": ""17049"", ""2"": ""12961"", ""3"": ""11275"", ""4"": ""13493"", ""5"": ""16816"", ""6"": ""13572""}",147
device2,1723302944,"{""1"": ""22802"", ""2"": ""16407"", ""3"": ""13699"", ""4"": ""16495"", ""5"": ""22367"", ""6"": ""17531""}",117
device2,1721543322,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""11886"", ""4"": ""14024"", ""5"": ""17437"", ""6"": ""14060""}",112
device2,1721550672,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""11222"", ""4"": ""12433"", ""5"": ""17792"", ""6"": ""13697""}",84
device2,1721565903,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""9941"", ""4"": ""22689"", ""5"": ""14977"", ""6"": ""23303""}",83
device2,1721575873,"{""1"": ""11587"", ""2"": ""16533"", ""3"": ""7410"", ""4"": ""16047"", ""5"": ""11179"", ""6"": ""16577""}",106
device2,1723299072,"{""1"": ""22780"", ""2"": ""17181"", ""3"": ""14342"", ""4"": ""17548"", ""5"": ""22922"", ""6"": ""17118""}",123
device2,1723295674,"{""1"": ""24109"", ""2"": ""18713"", ""3"": ""14680"", ""4"": ""18711"", ""5"": ""24858"", ""6"": ""19847""}",152
device2,1723318279,"{""1"": ""22334"", ""2"": ""17585"", ""3"": ""12715"", ""4"": ""17575"", ""5"": ""22582"", ""6"": ""18806""}",187
device2,1721594948,"{""1"": ""10542"", ""2"": ""16373"", ""3"": ""6703"", ""4"": ""15730"", ""5"": ""10951"", ""6"": ""17063""}",120
device2,1723322358,"{""1"": ""21396"", ""2"": ""16291"", ""3"": ""13921"", ""4"": ""16176"", ""5"": ""21472"", ""6"": ""16506""}",131
device2,1721562850,"{""1"": ""13687"", ""2"": ""19371"", ""3"": ""9301"", ""4"": ""20637"", ""5"": ""13045"", ""6"": ""20441""}",123
device2,1723371727,"{""1"": ""17580"", ""2"": ""13693"", ""3"": ""11891"", ""4"": ""14275"", ""5"": ""17861"", ""6"": ""15174""}",0
device2,1723233547,"{""1"": ""23637"", ""2"": ""18094"", ""3"": ""13533"", ""4"": ""16715"", ""5"": ""23216"", ""6"": ""16574""}",123
device2,1721567465,"{""1"": ""24623"", ""2"": ""19623"", ""3"": ""17059"", ""4"": ""20317"", ""5"": ""25021"", ""6"": ""20999""}",166
device2,1721570338,"{""1"": ""23335"", ""2"": ""17477"", ""3"": ""14695"", ""4"": ""16576"", ""5"": ""21586"", ""6"": ""16830""}",91
device2,1721629260,"{""1"": ""17433"", ""2"": ""13264"", ""3"": ""12172"", ""4"": ""14062"", ""5"": ""18442"", ""6"": ""14608""}",98
device2,1721652682,"{""1"": ""12846"", ""2"": ""18119"", ""3"": ""8893"", ""4"": ""18388"", ""5"": ""13416"", ""6"": ""19145""}",133
device2,1723377371,"{""1"": ""14271"", ""2"": ""21295"", ""3"": ""8900"", ""4"": ""20552"", ""5"": ""14784"", ""6"": ""22260""}",104
device2,1721588679,"{""1"": ""17238"", ""2"": ""13505"", ""3"": ""11759"", ""4"": ""12690"", ""5"": ""17266"", ""6"": ""13464""}",76
device2,1721676096,"{""1"": ""18765"", ""2"": ""14806"", ""3"": ""11580"", ""4"": ""13628"", ""5"": ""18005"", ""6"": ""14222""}",117
device2,1723362277,"{""1"": ""17430"", ""2"": ""13585"", ""3"": ""10509"", ""4"": ""13951"", ""5"": ""18106"", ""6"": ""14479""}",97
device2,1723371751,"{""1"": ""17580"", ""2"": ""13693"", ""3"": ""11592"", ""4"": ""14531"", ""5"": ""18298"", ""6"": ""15175""}",85
device2,1723408646,"{""1"": ""14271"", ""2"": ""21295"", ""3"": ""8874"", ""4"": ""21386"", ""5"": ""14769"", ""6"": ""22234""}",129
device2,1723380157,"{""1"": ""24109"", ""2"": ""18713"", ""3"": ""14742"", ""4"": ""19393"", ""5"": ""25072"", ""6"": ""20748""}",98
device2,1723381932,"{""1"": ""22780"", ""2"": ""17181"", ""3"": ""14134"", ""4"": ""17015"", ""5"": ""22534"", ""6"": ""17308""}",107
device2,1723384784,"{""1"": ""22802"", ""2"": ""16407"", ""3"": ""13773"", ""4"": ""16225"", ""5"": ""20370"", ""6"": ""17153""}",92
device2,1723386115,"{""1"": ""17049"", ""2"": ""12961"", ""3"": ""11605"", ""4"": ""14034"", ""5"": ""17383"", ""6"": ""14132""}",79
device2,1723404828,"{""1"": ""21396"", ""2"": ""16291"", ""3"": ""13658"", ""4"": ""16523"", ""5"": ""21991"", ""6"": ""16932""}",140
device2,1721722597,"{""1"": ""22517"", ""2"": ""24292"", ""3"": ""22078"", ""4"": ""25373"", ""5"": ""23934"", ""6"": ""26136""}",18
device2,1721641504,"{""1"": ""17544"", ""2"": ""13595"", ""3"": ""11801"", ""4"": ""13178"", ""5"": ""17643"", ""6"": ""13557""}",84
device2,1721681684,"{""1"": ""12846"", ""2"": ""18119"", ""3"": ""8357"", ""4"": ""17888"", ""5"": ""13299"", ""6"": ""18742""}",133
device2,1721643067,"{""1"": ""15099"", ""2"": ""21984"", ""3"": ""9386"", ""4"": ""21106"", ""5"": ""13662"", ""6"": ""21959""}",128
device2,1721660427,"{""1"": ""22741"", ""2"": ""16982"", ""3"": ""14855"", ""4"": ""16540"", ""5"": ""21694"", ""6"": ""17078""}",117
device2,1721657065,"{""1"": ""22331"", ""2"": ""16040"", ""3"": ""15811"", ""4"": ""17620"", ""5"": ""24075"", ""6"": ""18436""}",91
device2,1721661700,"{""1"": ""21721"", ""2"": ""16879"", ""3"": ""14803"", ""4"": ""18532"", ""5"": ""22216"", ""6"": ""18831""}",78
device2,1723456631,"{""1"": ""14271"", ""2"": ""21295"", ""3"": ""10097"", ""4"": ""23381"", ""5"": ""10059"", ""6"": ""23239""}",0
device2,1721654633,"{""1"": ""23531"", ""2"": ""18288"", ""3"": ""15461"", ""4"": ""19267"", ""5"": ""21484"", ""6"": ""19413""}",91
device2,1721735234,"{""1"": ""16444"", ""2"": ""20304"", ""3"": ""16303"", ""4"": ""20278"", ""5"": ""17588"", ""6"": ""21276""}",6
device2,1723401528,"{""1"": ""22334"", ""2"": ""17585"", ""3"": ""13590"", ""4"": ""17602"", ""5"": ""22094"", ""6"": ""18474""}",148
device2,1717959717,"{""1"": ""10326"", ""2"": ""12206"", ""3"": ""14929"", ""4"": ""11923"", ""5"": ""661"", ""6"": ""589""}",672
device2,1721726441,"{""1"": ""17996"", ""2"": ""13757"", ""3"": ""11074"", ""4"": ""12567"", ""5"": ""17403"", ""6"": ""13272""}",87
device2,1723492967,"{""1"": ""17049"", ""2"": ""12961"", ""3"": ""10902"", ""4"": ""13785"", ""5"": ""17558"", ""6"": ""14479""}",117
device2,1723496020,"{""1"": ""21396"", ""2"": ""16291"", ""3"": ""12466"", ""4"": ""15425"", ""5"": ""22450"", ""6"": ""17071""}",64
device2,1721736478,"{""1"": ""22741"", ""2"": ""16982"", ""3"": ""15325"", ""4"": ""17781"", ""5"": ""23528"", ""6"": ""18669""}",157
device2,1721741386,"{""1"": ""16974"", ""2"": ""12890"", ""3"": ""11300"", ""4"": ""13094"", ""5"": ""16762"", ""6"": ""13103""}",86
device2,1721742301,"{""1"": ""21721"", ""2"": ""16879"", ""3"": ""13866"", ""4"": ""16787"", ""5"": ""21494"", ""6"": ""17011""}",120
device2,1721744273,"{""1"": ""22711"", ""2"": ""16461"", ""3"": ""16108"", ""4"": ""17129"", ""5"": ""23309"", ""6"": ""17363""}",46
device2,1721725809,"{""1"": ""22517"", ""2"": ""24292"", ""3"": ""32654"", ""4"": ""25719"", ""5"": ""1330"", ""6"": ""1067""}",317
device2,1721731355,"{""1"": ""12846"", ""2"": ""18119"", ""3"": ""8359"", ""4"": ""18336"", ""5"": ""12877"", ""6"": ""18893""}",77
device2,1721738105,"{""1"": ""22331"", ""2"": ""16040"", ""3"": ""14405"", ""4"": ""15852"", ""5"": ""22957"", ""6"": ""16960""}",125
device2,1722280198,"{""1"": ""17386"", ""2"": ""13238"", ""3"": ""11759"", ""4"": ""12850"", ""5"": ""16763"", ""6"": ""13021""}",133
device2,1721759266,"{""1"": ""14598"", ""2"": ""21913"", ""3"": ""10143"", ""4"": ""23528"", ""5"": ""14595"", ""6"": ""21914""}",0
device2,1721759510,"{""1"": ""17964"", ""2"": ""13849"", ""3"": ""11740"", ""4"": ""14289"", ""5"": ""18246"", ""6"": ""14584""}",114
device2,1721766654,"{""1"": ""12820"", ""2"": ""20364"", ""3"": ""7978"", ""4"": ""20639"", ""5"": ""12718"", ""6"": ""21442""}",92
device2,1721765088,"{""1"": ""22741"", ""2"": ""16982"", ""3"": ""13395"", ""4"": ""16767"", ""5"": ""22491"", ""6"": ""17439""}",122
device2,1721748980,"{""1"": ""17884"", ""2"": ""13881"", ""3"": ""11627"", ""4"": ""14017"", ""5"": ""18509"", ""6"": ""15090""}",114
device2,1723585095,"{""1"": ""21396"", ""2"": ""16291"", ""3"": ""11345"", ""4"": ""15020"", ""5"": ""21770"", ""6"": ""16819""}",89
device2,1723579629,"{""1"": ""22334"", ""2"": ""17585"", ""3"": ""13696"", ""4"": ""17354"", ""5"": ""22117"", ""6"": ""17521""}",119
device2,1723554837,"{""1"": ""24109"", ""2"": ""18713"", ""3"": ""15142"", ""4"": ""18962"", ""5"": ""22512"", ""6"": ""19555""}",64
device2,1723557063,"{""1"": ""22780"", ""2"": ""17181"", ""3"": ""15293"", ""4"": ""18476"", ""5"": ""23495"", ""6"": ""19114""}",73
device2,1723562686,"{""1"": ""22802"", ""2"": ""16407"", ""3"": ""14081"", ""4"": ""17165"", ""5"": ""23308"", ""6"": ""17923""}",114
device2,1723574858,"{""1"": ""17049"", ""2"": ""12961"", ""3"": ""10719"", ""4"": ""12731"", ""5"": ""17068"", ""6"": ""13213""}",130
